languageCode,glottocode,family_name,classification
aie,amar1272,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Ngero-Vitiaz linkage/Vitiaz linkage/Southwest New Britain linkage/Amara
aaz,amar1273,Austronesian,Austronesian/Malayo-Polynesian/Timor-Babar/Rote-Meto/West Rote/Dengka-Meto/Meto/Amarasi
amr,amar1274,Harakmbut,Harakmbut/Amarakaeri
nyi,amas1236,Nyimang,Nyimang/Ama (Sudan)
zpo,amat1238,Otomanguean,Otomanguean/Eastern Otomanguean/Popoloca-Zapotecan/Zapotecan/Zapotec/Core Zapotec/Macrocoatecano/Amatecano/Amatlán Zapotec
rwm,amba1263,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/North Zaire River/Rivers Bantu/Ngiri/Ngiri Terrien/Ngombe-Ababuan/Ababuan/Old Bomokandian/Komoic/Amba (Uganda)
amk,amba1265,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/South Halmahera-West New Guinea/Cenderawasih Bay/Yapen/Central-Western Yapen/Ansus-Ambai/Ambai
utp,amba1266,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Temotu/Utupua-Vanikoro/Utupua/Amba (Solomon Islands)
abc,amba1267,Austronesian,Austronesian/Malayo-Polynesian/Central Luzon/Sambalic/Ambala Ayta
aew,amba1269,Keram,Keram/East Keram/Ambakich
ael,ambe1247,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Wide Grassfields/Ambele
amv,ambe1248,Austronesian,Austronesian/Malayo-Polynesian/West Central Maluku/Ambelau
alm,ambl1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Espiritu Santo/West Santo/South-Central Santo/Amblong
amb,ambo1249,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Tivoid/North Tivoid/Ambo
abs,ambo1250,Austronesian,Austronesian/Malayo-Polynesian/Malayo-Chamic/Malayic/Nuclear Malayic/Vehicular Malay/Eastern Indonesia Trade Malay/Ambonic Malay/Ambonese Malay
qva,ambo1252,Quechuan,Quechuan/Quechua I/Central Quechua I/Yaru Quechua/Ambo-Pasco Quechua
aag,ambr1239,Nuclear Torricelli,Nuclear Torricelli/Wapei-Palei/Central Torricelli/Nuclear Palai/Yangum-Ambrak/Ambrak
abt,ambu1247,Ndu,Ndu/Nuclear Ndu/Ambulas-Hanga-Hundi/Ambulas
amj,amda1238,Furan,Furan/Amdang
adx,amdo1237,Sino-Tibetan,Sino-Tibetan/Bodic/Bodish/Early Old Tibetan/Middle Old Tibetan/North-Eastern Tibetic/Amdo Tibetan
aey,amel1241,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Croisilles/Mabuso/Gum/Amele
ase,amer1248,Sign Language,Sign Language/L1 Sign Language/LSFic/ASLic/American Sign/American Sign Language
aex,amer1256,Bookkeeping,Bookkeeping/Amerax
ifa,amga1235,Austronesian,Austronesian/Malayo-Polynesian/Northern Luzon/Meso-Cordilleran/South-Central Cordilleran/Central Cordilleran/Nuclear Cordilleran/Ifugaw/Amganad Ifugao
amh,amha1245,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Ethiosemitic/South Ethiopic/Amharic-Argobba/Amharic
amy,amii1238,Western Daly,Western Daly/Maranunggu-Ame-Manda/Ame-Manda/Ami
akn,amik1238,Bookkeeping,Bookkeeping/Amikoana
ami,amis1246,Austronesian,Austronesian/East Formosan/Central East Formosan/Amis
alx,amol1235,Nuclear Torricelli,Nuclear Torricelli/Wapei-Palei/Central Torricelli/Nuclear Palai/Bragat-Aruop-Amol/Mol
mbz,amol1236,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Amoltepec Mixtec
amo,amoo1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Kainji/Central Kainji/Basa-Eastern Kainji/Eastern Kainji/Jos/Amo
aqd,ampa1238,Dogon,Dogon/West Dogon/Penangic/Ampari Dogon
apg,ampa1239,Austronesian,Austronesian/Malayo-Polynesian/Basap-Greater Barito/Greater Barito linkage/Barito-Mahakam/Ampanang
ajz,amri1238,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Karbic/Amri Karbi
amt,amto1250,Amto-Musan,Amto-Musan/Amto
adw,amun1246,Tupian,Tupian/Eastern Tupian/Maweti-Guarani/Aweti-Guarani/Tupi-Guarani/Tupi-Guarani Subgroup VI/Kawahiva/Nuclear Kawahiva/Central Kawahiva/Amondava-Uru-Eu-Wau-Wau/Amundava
anw,anaa1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Delta Cross/Lower Cross/Nuclear Lower Cross/Central Lower Cross/Efikic/Okop Usem/Anaang
akg,anak1240,Austronesian,Austronesian/Malayo-Polynesian/Bima-Lembata/Sumba-Hawu/Sumba/Central-East Sumbanese/Central Sumbanese/Anakalang
anm,anal1239,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Kuki-Chin/Northwestern Kuki-Chin/Analic/Anal-Lamgang/Anal
pda,anam1247,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Kalamic-South Adelbert/South Adelbert/Osum-Wadaginam-Pomoikan/Pomoikan/Anam
imi,anam1248,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Kalamic-South Adelbert/South Adelbert/Osum-Wadaginam-Pomoikan/Pomoikan/Anamuxric/Anamuxra
aan,anam1249,Tupian,Tupian/Eastern Tupian/Maweti-Guarani/Aweti-Guarani/Tupi-Guarani/Tupi-Guarani Subgroup V/Arawetic/Anambé
bpo,anas1239,Bookkeeping,Bookkeeping/Anasi
dti,anat1248,Dogon,Dogon/North Plateau Dogon/Yanda-Bondum-Tebul/Yanda-Ana/Ana Tinga Dogon
acb,anca1236,Bookkeeping,Bookkeeping/Áncá
grc,anci1242,Indo-European,Indo-European/Classical Indo-European/Graeco-Phrygian/Greek/South Greek/Central Greek/Ionic-Attic Ancient Greek
hbo,anci1244,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Central Semitic/Northwest Semitic/Canaanite/Hebrewic/Ancient Hebrew
xna,anci1245,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Central Semitic/Arabian/Ancient North Arabian
xlg,anci1248,Unclassifiable,Unclassifiable/Ancient Ligurian
hca,anda1280,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Indo-Aryan Central zone/Western Hindi/Hindustani/Andaman Creole Hindi
afd,anda1283,Arafundi,Arafundi/Andai
aod,anda1284,Ramu,Ramu/Goam/Ataitan/Andarum
ana,anda1286,Isolate,Andaqui
xaa,anda1287,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Central Semitic/Arabian/Arabic/North African Arabic/Western Middle Arabic/Maghrebi/Andalusian Arabic
adg,ande1247,Pama-Nyungan,Pama-Nyungan/Arandic-Thura-Yura/Arandic/South Arandic/Upper Arrernte/Central-Eastern Arrernte/Andegerebinha
ani,andi1255,Nakh-Daghestanian,Nakh-Daghestanian/Daghestanian/Avar-Andic-Tsezic/Andic/Andi
bzb,andi1257,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Eastern Celebic/Saluan-Banggai/Western Saluan-Banggai/Andio
anb,ando1255,Zaparoan,Zaparoan/Iquito-Arabela/Arabela-Andoa/Andoa
ano,ando1256,Isolate,Andoque
anx,andr1248,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Admiralty Islands/Eastern Admiralty Islands/Manus/East Manus/Andra-Hus
aty,anei1239,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southern Melanesian/Southern Vanuatu/Aneityum
aby,anem1248,Yareban,Yareban/Doriri-Abia/Aneme Wake
anz,anem1249,Isolate,Anem
myo,anfi1235,Ta-Ne-Omotic,Ta-Ne-Omotic/Kefoid/Anfillo
njm,anga1288,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Angami-Ao/Angami-Pochuri/Angami-Mao/Angami-Chokri/Angami Naga
agm,anga1290,Angan,Angan/Angaataha
akh,anga1292,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Enga-Kewa-Huli/Kewa-Huli/Sau-Angal-Kewa/Angal-Kewa/Angal Mendi/Angal Heneng
age,anga1293,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Enga-Kewa-Huli/Kewa-Huli/Sau-Angal-Kewa/Angal-Kewa/Angal Mendi/Angal
aoe,anga1294,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Enga-Kewa-Huli/Kewa-Huli/Sau-Angal-Kewa/Angal-Kewa/Angal Mendi/Angal Enen
aqt,anga1316,Lengua-Mascoy,Lengua-Mascoy/Eastern Enlhet-Enenlhet/Angaité
avm,angg1238,Pama-Nyungan,Pama-Nyungan/Paman/Northern Pama/Gudang-Northeast Paman/Northeast Paman/Uradhic/Yadhaykenu-Angkamuthi/Angkamuthi
yli,angg1239,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Dani/Ngalik-Nduga/Yalic/Angguruk Yali
anp,angi1238,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Bihari/Magadhan/Angika
rme,angl1239,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Indo-Aryan Central zone/Romani/Anglo-Northwestern Romani/British Romani/Archaic Angloromani
agg,ango1254,Senagi,Senagi/Angor
aog,ango1255,Lower Sepik,Lower Sepik/Angoram
tnd,ango1257,Chibchan,Chibchan/Core Chibchan/Magdalenic/Southern Magdalenic/Tunebo/Angosturas Tunebo
aoa,ango1258,Indo-European,Indo-European/Classical Indo-European/Italic/Latino-Faliscan/Latinic/Imperial Latin/Romance/Italo-Western Romance/Western Romance/Shifted Western Romance/Southwestern Shifted Romance/West Ibero-Romance/Galician Romance/Macro-Portuguese/Gulf Guinea Creole Portuguese/Bantu Layer Gulf Guinea Creole Portuguese/Saotomic/Angolar
awg,angu1242,Pama-Nyungan,Pama-Nyungan/Paman/Northern Pama/Albatross Bay/Anguthimri-Yangathimri-Yuputhimri/Anguthimri-Yangathimri/Anguthimri
blo,anii1245,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Na-Togo/Basila-Adele/Anii
hnh,anii1246,Khoe-Kwadi,Khoe-Kwadi/Khoe/Non-Khoekhoe/West-Kxoe/Kxoe-Ani///Ani
anf,anim1239,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Ka-Togo/Kebu-Animere/Animere
aoi,anin1240,Gunwinyguan,Gunwinyguan/Eastern Gunwinyguan/Wubuy-Anindilyakwa/Anindilyakwa
aqk,anin1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Benue-Congo Plateau/Ninzic/Aninka
ypn,anip1235,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Southeastern Ngwi/Highland Phula/Phowa/Ani-Labo/Ani Phowa
boj,anja1238,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Rai Coast/Mindjim/Lower Minjim/Coastal Minjim/Anjam
aak,anka1246,Angan,Angan/Nuclear Angan/Ankave-Tainae-Akoye/Ankave
amx,anma1239,Pama-Nyungan,Pama-Nyungan/Arandic-Thura-Yura/Arandic/South Arandic/Upper Arrernte/Anmatyerre
anj,anor1241,Ramu,Ramu/Aian/Anor
ans,anse1238,Chocoan,Chocoan/Unclassified Chocoan/Anserma
and,ansu1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/South Halmahera-West New Guinea/Cenderawasih Bay/Yapen/Central-Western Yapen/Ansus-Ambai/Ansus
ant,anta1253,Pama-Nyungan,Pama-Nyungan/Desert Nyungic/Wati/Unclassified Wati/Antakarinya
xmv,anta1255,Austronesian,Austronesian/Malayo-Polynesian/Basap-Greater Barito/Greater Barito linkage/Southeast Barito/Malagasic/North-Central Malagasic/Northern Malagasic/Antankarana Malagasy
aig,anti1245,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Macro-English/Guinea Coast Creole English/Caribbean English Creole/Eastern Caribbean Creole/Gullah-Nevis-Antigua/Antigua and Barbuda Creole English
anu,anua1242,Nilotic,Nilotic/Western Nilotic/Lwoo/Northern Lwoo/Anuak
cko,anuf1239,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Central Tano/Bia/Northern Bia/Anufo
aui,anuk1239,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Anuki
auq,anus1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Sarmi-Jayapura Bay/Sarmi/Anus-Podena/Korur
aud,anut1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Central Pacific linkage/Tokalau Fijian/Polynesian/Nuclear Polynesian/Anuta
anl,anuu1241,Sino-Tibetan,Sino-Tibetan/Mruic/Anu-Hkongso
mtb,anyi1244,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Central Tano/Bia/Northern Bia/Anyinic/Anyin Morofo
any,anyi1245,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Central Tano/Bia/Northern Bia/Anyinic/Anyin
pni,aohe1237,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Central Sarawak/Punan-Muller-Schwaner/Muller-Schwaner/Aoheng-Seputan
njo,aona1235,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Angami-Ao/Central Naga/Ao Naga
aor,aore1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Espiritu Santo/Nuclear Santo/South Santo/Aore
aou,aoua1234,Tai-Kadai,Tai-Kadai/Kadaic/Southwestern Kra/Western Kra/Gauic/Gelaoic/Northern Gelao/Ahouic/A'ou
xap,apal1237,Muskogean,Muskogean/Alabaman-Koasati/Apalachee
apo,apal1255,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Ngero-Vitiaz linkage/Vitiaz linkage/Southwest New Britain linkage/Arawe-Pasismanua/Arawe/West Arawe/Apalik
ena,apal1256,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Kalamic-South Adelbert/South Adelbert/Sogeram/Apalic/Apali
apy,apal1257,Cariban,Cariban/Apalaí
mip,apas1235,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Northeastern Alta Mixtec/Apasco-Apoala Mixtec
apt,apat1240,Sino-Tibetan,Sino-Tibetan/Macro-Tani/Tani/Pre-Western Tani/Western Tani/Apatani
api,apia1248,Tupian,Tupian/Eastern Tupian/Maweti-Guarani/Aweti-Guarani/Tupi-Guarani/Tupi-Guarani Subgroup VI/Kawahiva/Apiaká
apn,apin1244,Nuclear-Macro-Je,Nuclear-Macro-Je/Je/Cerrado/Goyaz/Northern Je/Apinayé
app,apma1240,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Central Vanuatu/South Pentecost/Apma
kbx,apma1241,Keram,Keram/East Keram/Ap Ma
ahp,apro1235,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Unclassified Volta-Congo/Aproumu Aizi
apq,apuc1241,Great Andamanese,Great Andamanese/Middle Great Andamanese/Okol-Opucikwar/Apucikwar
apu,apur1254,Arawakan,Arawakan/Southern Maipuran/Purus-Chamicuro/Purus/Apurinã
apx,aput1237,Austronesian,Austronesian/Malayo-Polynesian/Timor-Babar/Wetar-Atauro/Wetar/Perai-Tugun-Aputai/Perai-Aputai/Aputai
ard,arab1267,Pama-Nyungan,Pama-Nyungan/Karnic/Palku/Arabana-Wangganguru/Arabana
arl,arab1268,Zaparoan,Zaparoan/Iquito-Arabela/Arabela-Andoa/Arabela
arg,arag1245,Indo-European,Indo-European/Classical Indo-European/Italic/Latino-Faliscan/Latinic/Imperial Latin/Romance/Italo-Western Romance/Western Romance/Unshifted Western Romance/Aragonese
akr,arak1252,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Espiritu Santo/Nuclear Santo/South Santo/Araki-Tangoa/Araki
rkw,arak1254,Bookkeeping,Bookkeeping/Arakwal
mhv,arak1256,Bookkeeping,Bookkeeping/Arakanese
atq,aral1243,Austronesian,Austronesian/Malayo-Polynesian/Greater South Sulawesi/South Sulawesi/Northern South Sulawesi/Pitu Ulunna Salu/Matangnga-Aralle-Tabulahan/Aralle-Tabulahan
aam,aram1252,Bookkeeping,Bookkeeping/Aramanik
stk,aram1253,Yam,Yam/Morehead-Maro/Tonda/Arammba
jbj,aran1237,South Bird's Head,South Bird's Head/Nuclear South Bird's Head/Kaburic/East South Bird's Head/Kemberanic/Dombano
aaf,aran1261,Dravidian,Dravidian/South Dravidian/South Dravidian I/Tamil-Kannada/Tamil-Kota/Tamil-Toda/Tamil-Irula/Tamil-Kodagu/Tamil-Malayalam/Malayalamoid/Aranadan
xrt,aran1265,Unclassifiable,Unclassifiable/Aranama
aro,arao1248,Pano-Tacanan,Pano-Tacanan/Tacanan/Takanik-Chamik/Takanik/Araona-Toromono/Araona
arp,arap1274,Algic,Algic/Algonquian-Blackfoot/Algonquian/Arapahoic/Arapaho-Gros Ventre-Besawunena/Arapaho
arj,arap1275,Tucanoan,Tucanoan/Eastern Tucanoan/Eastern Eastern Tucanoan/Eastern Eastern Tucanoan II/Kotiria-Piratapuyo/Piratapuyic/Arapaso-Miriti/Arapaso
awm,araw1272,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Rai Coast/Kabenau/Arawum
awt,araw1273,Tupian,Tupian/Eastern Tupian/Maweti-Guarani/Aweti-Guarani/Tupi-Guarani/Tupi-Guarani Subgroup V/Arawetic/Araweté
arw,araw1276,Arawakan,Arawakan/Caribbean Arawakan/Antillean Arawakan/Ineric/Lokono
aae,arbe1236,Indo-European,Indo-European/Classical Indo-European/Albanian/Albanian-Tosk/Southern Tosk/Arbëreshë Albanian
arv,arbo1245,Afro-Asiatic,Afro-Asiatic/Cushitic/East Cushitic/Lowland East Cushitic/Southern Lowland East Cushitic/Mainstream Lowland East Cushitic/Omo-Tana/Western Omo-Tana/Arbore
aqc,arch1244,Nakh-Daghestanian,Nakh-Daghestanian/Daghestanian/Lezgic/Archi
alu,area1240,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southeast Solomonic/Longgu-Malaita-Makira/Malaita-Makira/Malaita/Southern Malaita/'Are'are
aea,areb1238,Pama-Nyungan,Pama-Nyungan/Paman/Norman Pama/Kuthant-Gurdjar/Rib-Gurdjar/Areba
mwc,aree1239,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Are-Taupota linkage/Are linkage/Are-Doga/Are
aem,arem1240,Austroasiatic,Austroasiatic/Vietic/Chutic/East Chutic/Arem
qxu,areq1237,Quechuan,Quechuan/Southern Quechua/Ayacuchan Quechua/Arequipa-La Unión Quechua
aed,arge1236,Sign Language,Sign Language/L1 Sign Language/Argentine Sign Language
agj,argo1244,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Ethiosemitic/South Ethiopic/Amharic-Argobba/Argobba
agf,argu1237,Austronesian,Austronesian/Malayo-Polynesian/Tanimbar-Bomberai/Nuta/Arguni
aqr,arha1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southern Melanesian/New Caledonian/Mainland New Caledonian/Southern New Caledonian/Mid-Southern New Caledonian/Houailou/Arhâ
aok,arho1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southern Melanesian/New Caledonian/Mainland New Caledonian/Southern New Caledonian/Mid-Southern New Caledonian/Houailou/Arhö
arh,arhu1242,Chibchan,Chibchan/Core Chibchan/Magdalenic/Northern Magdalenic/Arhuacic/Eastern-Southern Arhuacic/Arhuaco
ylu,arib1240,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Huon Gulf/Markham/Lower Markham/Busu/Aribwaung
laz,arib1241,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Huon Gulf/Markham/Lower Markham/Busu/Aribwatsa
aai,arif1239,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Are-Taupota linkage/Are linkage/Arifama-Miniafia
aqg,arig1246,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Defoid/Arigidi
aac,arii1243,Suki-Gogodala,Suki-Gogodala/Gogodalic/Ari-Waruna/Ari
ari,arik1262,Caddoan,Caddoan/Northern Caddoan/Pawnee-Kitsai/Pawnee-Arikara/Arikara
ait,arik1264,Tupian,Tupian/Arikem-Tupari/Arikemic/Arikem
ark,arik1265,Nuclear-Macro-Je,Nuclear-Macro-Je/Jabuti/Arikapú
xrn,arin1243,Yeniseian,Yeniseian/Arin
luc,arin1244,Central Sudanic,Central Sudanic/Moru-Madi/Central Moru-Madi/Lugbaric/Aringa
rrt,arit1239,Pama-Nyungan,Pama-Nyungan/Paman/Northern Pama/Arritinngithigh
aoh,arma1244,Unattested,Unattested/Chocoan (Unattested)/Arma
aen,arme1259,Sign Language,Sign Language/Auxiliary Sign Systems/Baraninsky Armenian Sign Language
rup,arom1237,Indo-European,Indo-European/Classical Indo-European/Italic/Latino-Faliscan/Latinic/Imperial Latin/Romance/Eastern Romance/Aromanian
aps,arop1242,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Schouten linkage/Siau/Sissano-Tumleo/Sera-Sissano/Sissanoic/Arop
apr,arop1243,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Ngero-Vitiaz linkage/Vitiaz linkage/Korap linkage/Arop-Lokep
aia,aros1241,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southeast Solomonic/Longgu-Malaita-Makira/Malaita-Makira/Makira/Arosi
atz,arta1239,Austronesian,Austronesian/Malayo-Polynesian/Northern Luzon/Arta
msy,arua1260,Ramu,Ramu/Lower Ramu/Ruboni/Mikarewan/Aruamu
arx,arua1261,Tupian,Tupian/Monde/Gavianic/Nuclear Gavianic/Aruá (Rondonia State)
aru,arua1263,Arawan,Arawan/Arawá (Amazonas State)
aur,arue1240,Nuclear Torricelli,Nuclear Torricelli/Kombio-Arapesh-Urat/Kombio-Yambes/Unclassified Kombio-Yambes/Aruek
lsr,aruo1240,Nuclear Torricelli,Nuclear Torricelli/Wapei-Palei/Central Torricelli/Nuclear Palai/Bragat-Aruop-Amol/Srenge
atx,arut1244,Isolate,Arutani
aat,arva1236,Indo-European,Indo-European/Classical Indo-European/Albanian/Albanian-Tosk/Southern Tosk/Arvanitika Albanian
mtv,asar1240,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Finisterre-Huon/Finisterre-Saruwaged/Warup/Nuclear Warup/Molet-Asaroo/Asaro'o
cni,asha1243,Arawakan,Arawakan/Southern Maipuran/Kampa-Amuesha/Pre-Andine Maipuran/Asha-Ashe-Kak-Matsi-Nan/Asha-Ashe-Kak/Ashe-Asha/Asháninka
ahs,ashe1269,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Benue-Congo Plateau/West-Central Benue-Congo Plateau/Northwestern Benue-Congo Plateau/Koroic/Tinoric/Ashe
prq,ashe1272,Arawakan,Arawakan/Southern Maipuran/Kampa-Amuesha/Pre-Andine Maipuran/Asha-Ashe-Kak-Matsi-Nan/Asha-Ashe-Kak/Ashe-Asha/Ashe-Asha Norte/Ashéninka Perené
cjo,ashe1273,Arawakan,Arawakan/Southern Maipuran/Kampa-Amuesha/Pre-Andine Maipuran/Asha-Ashe-Kak-Matsi-Nan/Asha-Ashe-Kak/Ashe-Asha/Asheninka/Ashéninka Pajonal
ask,ashk1246,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Iranian-Nuristani/Nuristani/Ashkun-Kate-Waigali/Ashkun-Kate/Ashkun
csh,asho1236,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Kuki-Chin/Peripheral Kuki-Chin/South Peripheral Kuki-Chin/Ashoic/Asho Chin
atn,asht1244,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Iranian-Nuristani/Iranian/Central Iranian PBS/Central Iranian PB/Northwestern Iranian/Adharic/Tatic/Southern Tatic/Vafsic/Ashtiani
asl,asil1242,Austronesian,Austronesian/Malayo-Polynesian/Nunusaku/Piru Bay/West Piru Bay/Asilulu
eiv,asko1238,North Bougainville,North Bougainville/Rotokas-Askopan/Askopan
asv,asoa1238,Central Sudanic,Central Sudanic/Mangbetu-Asua/Mangbetuic/Asoa
asm,assa1263,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Indo-Aryan Eastern zone/Oriya-Gauda-Kamrupa/Gauda-Kamrupa/Kamrupa/Eastern Kamrupa/Assamese
sjg,assa1269,Tamaic,Tamaic/Tama-Sungor-Miisiirii/Tama-Sungor/Assangori
asb,assi1247,Siouan,Siouan/Mississippi Valley/Dakotan/Nakoda/Assiniboine
asz,asss1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/South Halmahera-West New Guinea/Raja Ampat-South Halmahera/As
aii,assy1241,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Central Semitic/Northwest Semitic/Aramaic/Imperial-Middle-Modern Aramaic/Middle-Modern Aramaic/Eastern Aramaic/Central Eastern Aramaic/North-Eastern Neo-Aramaic/Assyrian Neo-Aramaic
